Loan #,Loan Type,Notional,Rate,Term,Asset,Asset Value,Dep Rate
715,Fixed Mortgage,20669.48161,0.190799307,62,Primary Home,16357.39678,0.103
716,Fixed Mortgage,16025.47951,0.130254879,53,Vacation Home,12432.98985,0.122
717,Fixed Mortgage,15943.53302,0.15529983,54,Primary Home,14235.59183,0.085
718,Fixed Mortgage,22962.98522,0.196311775,57,Vacation Home,19514.29131,0.138
719,Fixed Mortgage,17350.0982,0.155776901,65,Primary Home,14171.12034,0.111
720,Fixed Mortgage,22783.58027,0.158888297,52,Vacation Home,19145.03371,0.141
721,Fixed Mortgage,14908.34021,0.174837618,69,Primary Home,13200.48436,0.113
722,Fixed Mortgage,14705.52841,0.162884287,68,Vacation Home,10835.36988,0.085
723,Fixed Mortgage,13564.34464,0.199922023,54,Primary Home,11145.66385,0.11
724,Fixed Mortgage,22976.66686,0.177323044,57,Vacation Home,18895.11493,0.118
725,Fixed Mortgage,19650.10066,0.173456348,55,Primary Home,15638.51388,0.091
726,Fixed Mortgage,20463.33173,0.146590752,65,Vacation Home,16002.19417,0.129
727,Fixed Mortgage,8085.225651,0.16134051,64,Primary Home,5415.079474,0.106
728,Fixed Mortgage,14851.74938,0.165169318,52,Vacation Home,12074.38961,0.119
729,Fixed Mortgage,15023.23433,0.156654267,64,Primary Home,11564.27714,0.119
730,Fixed Mortgage,28986.33427,0.1372025,62,Vacation Home,22762.34813,0.137
731,Fixed Mortgage,14361.5384,0.15636927,57,Primary Home,12549.20745,0.131
732,Fixed Mortgage,21554.59253,0.199922023,58,Vacation Home,17050.52969,0.108
733,Fixed Mortgage,18529.99943,0.150291594,62,Primary Home,14783.26769,0.091
734,Fixed Mortgage,16574.79508,0.152425103,60,Vacation Home,12502.62224,0.095
735,Fixed Mortgage,18665.18601,0.143474124,54,Primary Home,13568.60881,0.131
736,Fixed Mortgage,17632.61646,0.163174292,65,Vacation Home,14606.68896,0.095
737,Fixed Mortgage,15544.13601,0.177485187,62,Primary Home,12002.47095,0.091
738,Fixed Mortgage,14745.1639,0.159572746,56,Vacation Home,11440.76788,0.144
739,Fixed Mortgage,13899.59377,0.163197511,53,Primary Home,11149.94798,0.119
740,Fixed Mortgage,16179.29507,0.169274727,55,Vacation Home,14104.17688,0.106
741,Fixed Mortgage,22391.04485,0.157150831,62,Primary Home,17730.5674,0.13
742,Fixed Mortgage,20544.19781,0.188201997,62,Vacation Home,16779.6838,0.141
743,Fixed Mortgage,19418.22504,0.168524671,50,Primary Home,15046.4618,0.136
744,Fixed Mortgage,20032.10753,0.171398491,50,Vacation Home,16310.04807,0.099
745,Fixed Mortgage,22037.41057,0.163513375,53,Primary Home,17171.01975,0.126
746,Fixed Mortgage,16011.40081,0.199922023,55,Vacation Home,14394.44713,0.095
747,Fixed Mortgage,13220.36945,0.18217759,58,Primary Home,11007.84713,0.126
748,Fixed Mortgage,18142.632,0.172722801,58,Vacation Home,13881.42075,0.099
749,Fixed Mortgage,16221.56653,0.130254879,71,Primary Home,13190.9852,0.121
750,Fixed Mortgage,20847.42856,0.155815375,56,Vacation Home,15874.45575,0.124
751,Fixed Mortgage,14317.98389,0.171668875,56,Primary Home,10113.50001,0.112
752,Fixed Mortgage,17543.94331,0.177223808,67,Vacation Home,13724.71311,0.141
753,Fixed Mortgage,16465.14514,0.170405532,50,Primary Home,15803.38817,0.102
754,Fixed Mortgage,18735.81832,0.160234734,60,Vacation Home,15786.29141,0.124
755,Fixed Mortgage,19006.81747,0.13853116,63,Primary Home,14970.47347,0.13
756,Fixed Mortgage,11370.04589,0.134636811,71,Vacation Home,9498.284856,0.095
757,Fixed Mortgage,21994.09366,0.170036095,55,Primary Home,18911.45173,0.125
758,Fixed Mortgage,19212.66595,0.174026916,56,Vacation Home,16236.5135,0.142
759,Fixed Mortgage,19846.07245,0.186494299,61,Primary Home,16081.91717,0.142
760,Fixed Mortgage,13486.52541,0.196723913,62,Vacation Home,10001.34766,0.141
761,Fixed Mortgage,17167.27246,0.171216296,65,Primary Home,12952.08978,0.085
762,Fixed Mortgage,13508.46059,0.198073472,62,Vacation Home,10843.67394,0.093
763,Fixed Mortgage,23996.01225,0.193638743,65,Primary Home,20143.46574,0.131
764,Fixed Mortgage,15090.35886,0.185499948,66,Vacation Home,11724.77404,0.113
765,Fixed Mortgage,26773.01318,0.161481459,67,Primary Home,22278.24552,0.098
766,Fixed Mortgage,14281.00776,0.180631214,53,Vacation Home,10294.58845,0.108
767,Fixed Mortgage,15353.80538,0.181057785,62,Primary Home,13852.92534,0.136
768,Fixed Mortgage,20568.3862,0.143381618,58,Vacation Home,15518.10497,0.097
769,Fixed Mortgage,26626.64237,0.157363085,59,Primary Home,22197.0579,0.125
770,Fixed Mortgage,24120.36708,0.130254879,50,Vacation Home,20304.20543,0.092
771,Fixed Mortgage,12890.85309,0.187265505,68,Primary Home,11571.95561,0.09
772,Fixed Mortgage,13964.73719,0.187424307,56,Vacation Home,11862.25449,0.109
773,Fixed Mortgage,22497.19689,0.182804951,50,Primary Home,18404.54593,0.138
774,Fixed Mortgage,16710.13667,0.162797482,71,Vacation Home,12253.61036,0.138
775,Fixed Mortgage,14556.29897,0.169327837,58,Primary Home,11557.30439,0.089
776,Fixed Mortgage,24604.18789,0.16896568,64,Vacation Home,21887.81095,0.124
777,Fixed Mortgage,22302.20665,0.199922023,57,Primary Home,18328.88564,0.081
778,Fixed Mortgage,21287.89599,0.16212151,50,Vacation Home,17924.15479,0.143
779,Fixed Mortgage,19965.36741,0.134237415,63,Primary Home,16621.79824,0.095
780,Fixed Mortgage,25579.03241,0.138273247,60,Vacation Home,20532.19923,0.142
781,Fixed Mortgage,12147.94016,0.130254879,59,Primary Home,10381.52035,0.115
782,Fixed Mortgage,9646.493432,0.165632726,60,Vacation Home,7351.950933,0.084
783,Fixed Mortgage,21051.00961,0.185820404,64,Primary Home,17178.05442,0.137
784,Fixed Mortgage,12569.34203,0.199922023,65,Vacation Home,11005.49748,0.124
785,Fixed Mortgage,22591.84865,0.165102628,51,Primary Home,19253.74719,0.141
786,Fixed Mortgage,17748.71341,0.145268714,68,Vacation Home,14349.82889,0.137
787,Fixed Mortgage,20115.05854,0.150744053,57,Primary Home,15687.87666,0.109
788,Fixed Mortgage,17627.8248,0.14592587,57,Vacation Home,13922.05868,0.094
789,Fixed Mortgage,16165.61669,0.141971251,68,Primary Home,13741.63423,0.143
790,Fixed Mortgage,12381.2761,0.199922023,53,Vacation Home,9969.445516,0.1
791,Fixed Mortgage,21940.82971,0.171617457,61,Primary Home,18143.56532,0.125
792,Fixed Mortgage,15558.93892,0.191999947,60,Vacation Home,11854.20692,0.116
793,Fixed Mortgage,19089.07898,0.166105032,68,Primary Home,17056.11511,0.099
794,Fixed Mortgage,24534.49551,0.154961568,70,Vacation Home,20464.3495,0.121
795,Fixed Mortgage,18212.25468,0.199922023,62,Primary Home,15895.08723,0.083
796,Fixed Mortgage,20876.4194,0.177160161,54,Vacation Home,16518.6441,0.093
797,Fixed Mortgage,18907.55821,0.186428921,62,Primary Home,15566.51973,0.121
798,Fixed Mortgage,20216.8627,0.15040018,60,Vacation Home,17283.35018,0.144
799,Fixed Mortgage,14924.25882,0.1972481,57,Primary Home,11849.35108,0.126
800,Fixed Mortgage,21323.1797,0.163293095,63,Vacation Home,17850.92434,0.091
801,Fixed Mortgage,24569.41822,0.152732702,64,Primary Home,20403.67639,0.108
802,Fixed Mortgage,14945.36917,0.180600682,64,Vacation Home,12560.95071,0.1
803,Fixed Mortgage,24253.8675,0.137129172,60,Primary Home,19240.38681,0.099
804,Fixed Mortgage,26667.33003,0.17796248,71,Vacation Home,22119.24229,0.15
805,Fixed Mortgage,18628.72891,0.168110407,71,Primary Home,15764.9503,0.128
806,Fixed Mortgage,16997.22545,0.136614626,60,Vacation Home,13811.02649,0.107
807,Fixed Mortgage,15639.87798,0.164568351,71,Primary Home,13378.70891,0.108
808,Fixed Mortgage,24950.37366,0.184909547,61,Vacation Home,20975.03,0.089
809,Fixed Mortgage,26559.66143,0.153861525,57,Primary Home,22512.86706,0.098
810,Fixed Mortgage,13908.54915,0.17320666,64,Vacation Home,11207.3194,0.09
811,Fixed Mortgage,20704.75844,0.130254879,58,Primary Home,17171.78046,0.117
812,Fixed Mortgage,19627.00325,0.168906613,64,Vacation Home,15519.89813,0.086
813,Fixed Mortgage,14249.24493,0.14962418,57,Primary Home,12029.60863,0.108
814,Fixed Mortgage,12693.44944,0.139822291,54,Vacation Home,11246.6432,0.136
815,Fixed Mortgage,21830.2548,0.152161493,61,Primary Home,18012.66542,0.129
816,Fixed Mortgage,22985.71833,0.188529047,60,Vacation Home,18736.90118,0.15
817,Fixed Mortgage,18706.06083,0.157357102,55,Primary Home,14019.36803,0.14
818,Fixed Mortgage,20633.57023,0.146752553,54,Vacation Home,15963.17662,0.13
819,Fixed Mortgage,16993.98017,0.169645238,59,Primary Home,14044.88523,0.104
820,Fixed Mortgage,16564.55038,0.188638923,50,Vacation Home,12834.54072,0.118
821,Fixed Mortgage,17488.94249,0.171707811,62,Primary Home,15070.2653,0.081
822,Fixed Mortgage,20821.86116,0.155089315,63,Vacation Home,17296.98376,0.134
823,Fixed Mortgage,12739.32896,0.15940245,67,Primary Home,9036.975216,0.13
824,Fixed Mortgage,16920.78281,0.176161133,64,Vacation Home,13353.21682,0.107
825,Fixed Mortgage,24878.15564,0.199922023,58,Primary Home,21798.64298,0.097
826,Fixed Mortgage,26112.53435,0.154948832,54,Vacation Home,21203.03181,0.118
827,Fixed Mortgage,13433.78332,0.171335361,55,Primary Home,11617.22925,0.105
828,Fixed Mortgage,18186.80936,0.148299054,67,Vacation Home,14815.84245,0.143
829,Fixed Mortgage,27133.34059,0.198849899,59,Primary Home,20998.74036,0.084
830,Fixed Mortgage,21373.54122,0.138683299,68,Vacation Home,18026.78592,0.081
831,Fixed Mortgage,19639.90282,0.132143825,56,Primary Home,16601.51468,0.081
832,Fixed Mortgage,16249.3737,0.184893669,60,Vacation Home,13280.12547,0.117
833,Fixed Mortgage,14579.75208,0.164026939,61,Primary Home,12031.0656,0.126
834,Fixed Mortgage,16051.41271,0.189530637,61,Vacation Home,12847.23411,0.132
835,Fixed Mortgage,22127.24253,0.173446194,50,Primary Home,18144.3919,0.121
836,Fixed Mortgage,18827.60721,0.163998059,59,Vacation Home,14056.45673,0.093
837,Fixed Mortgage,17849.54577,0.168011511,52,Primary Home,14918.27092,0.1
838,Fixed Mortgage,19235.52528,0.139899947,64,Vacation Home,14817.70603,0.1
839,Fixed Mortgage,14099.8027,0.186755063,58,Primary Home,12637.48967,0.104
840,Fixed Mortgage,26683.03396,0.167047515,68,Vacation Home,23180.36397,0.106
841,Fixed Mortgage,21270.25035,0.151713657,63,Primary Home,19053.09778,0.141
842,Fixed Mortgage,19124.62142,0.130254879,51,Vacation Home,13747.89564,0.087
843,Fixed Mortgage,10735.62824,0.165172439,60,Primary Home,9810.155642,0.121
844,Fixed Mortgage,17592.07853,0.171839629,64,Vacation Home,14515.37063,0.115
845,Fixed Mortgage,18490.01757,0.168985825,66,Primary Home,15583.88074,0.12
846,Fixed Mortgage,17074.48895,0.130254879,50,Vacation Home,12928.8843,0.134
847,Fixed Mortgage,13472.73208,0.177603646,60,Primary Home,10871.21022,0.115
848,Fixed Mortgage,22026.23872,0.156498361,62,Vacation Home,18873.30452,0.087
849,Fixed Mortgage,25203.74484,0.185212868,56,Primary Home,22050.79364,0.108
850,Fixed Mortgage,17466.21329,0.169767065,64,Vacation Home,14864.81519,0.106
851,Fixed Mortgage,8563.825391,0.153359135,56,Primary Home,8015.342916,0.146
852,Fixed Mortgage,16998.29279,0.189944103,58,Vacation Home,14068.68553,0.108
853,Fixed Mortgage,14200.47305,0.176488706,64,Primary Home,11596.24574,0.104
854,Fixed Mortgage,21342.32775,0.154969273,53,Vacation Home,17899.95571,0.093
855,Fixed Mortgage,17285.53999,0.16133321,54,Primary Home,14658.57533,0.121
856,Fixed Mortgage,17622.91698,0.160909744,60,Vacation Home,15377.66697,0.081
857,Fixed Mortgage,27415.05223,0.199922023,62,Primary Home,22528.38611,0.142
858,Fixed Mortgage,18173.96444,0.14086045,61,Vacation Home,14196.86,0.137
859,Fixed Mortgage,14185.74315,0.176204392,60,Primary Home,11502.00364,0.093
860,Fixed Mortgage,20529.67198,0.17739689,65,Vacation Home,15663.71828,0.116
861,Fixed Mortgage,22126.13356,0.161534706,64,Primary Home,17497.61483,0.103
862,Fixed Mortgage,23970.48263,0.152310165,56,Vacation Home,19395.8661,0.114
863,Fixed Mortgage,21895.72734,0.179305414,71,Primary Home,16957.5271,0.144
864,Fixed Mortgage,18202.78116,0.16387847,58,Vacation Home,14951.84552,0.132
865,Fixed Mortgage,16002.1821,0.153614639,69,Primary Home,14097.97359,0.148
866,Fixed Mortgage,20290.37922,0.177465868,70,Vacation Home,17254.19153,0.08
867,Fixed Mortgage,18204.10576,0.14640667,55,Primary Home,16305.01282,0.128
868,Fixed Mortgage,18573.89212,0.169104812,64,Vacation Home,15438.51783,0.08
869,Fixed Mortgage,18496.94423,0.170993428,58,Primary Home,17330.40088,0.132
870,Fixed Mortgage,12889.99797,0.153627866,63,Vacation Home,10076.47829,0.096
871,Fixed Mortgage,22896.72015,0.19061155,51,Primary Home,20533.63044,0.133
872,Fixed Mortgage,15053.19031,0.130586755,60,Vacation Home,14009.30695,0.136
873,Fixed Mortgage,15177.47602,0.157157769,55,Primary Home,11852.63812,0.086
874,Fixed Mortgage,24205.28257,0.199922023,71,Vacation Home,21066.5567,0.14
875,Fixed Mortgage,24308.02977,0.161019364,56,Primary Home,20113.1915,0.103
876,Fixed Mortgage,21698.16023,0.199922023,58,Vacation Home,19934.8267,0.091
877,Fixed Mortgage,22324.31359,0.130254879,62,Primary Home,19577.208,0.114
878,Fixed Mortgage,19991.774,0.180251438,60,Vacation Home,16798.83248,0.086
879,Fixed Mortgage,13816.96823,0.143054999,55,Primary Home,11188.65026,0.086
880,Fixed Mortgage,21739.46273,0.172828269,64,Vacation Home,17047.85474,0.101
881,Fixed Mortgage,13858.50975,0.142299301,50,Primary Home,12095.93811,0.08
882,Fixed Mortgage,20873.29365,0.147737803,61,Vacation Home,18082.69618,0.12
883,Fixed Mortgage,17384.69167,0.175128732,61,Primary Home,14605.88728,0.123
884,Fixed Mortgage,22780.78365,0.158030025,50,Vacation Home,19293.34208,0.115
885,Fixed Mortgage,22501.99073,0.159153337,61,Primary Home,17813.76525,0.13
886,Fixed Mortgage,21032.30101,0.162197456,57,Vacation Home,16827.91991,0.096
887,Fixed Mortgage,14621.50087,0.148326162,63,Primary Home,11575.69754,0.143
888,Fixed Mortgage,20861.98573,0.199922023,53,Vacation Home,17733.22116,0.127
889,Fixed Mortgage,28359.42114,0.154418226,50,Primary Home,23443.42987,0.14
890,Fixed Mortgage,11649.80883,0.192602439,64,Vacation Home,10045.97383,0.135
891,Fixed Mortgage,12774.87337,0.176259546,55,Primary Home,10794.35674,0.086
892,Fixed Mortgage,20246.41713,0.158184223,61,Vacation Home,16133.50205,0.134
893,Fixed Mortgage,15875.80367,0.185847326,58,Primary Home,13829.13799,0.121
894,Fixed Mortgage,19016.11237,0.130254879,50,Vacation Home,16191.00774,0.122
895,Fixed Mortgage,21145.14047,0.181373651,50,Primary Home,18013.03319,0.088
896,Fixed Mortgage,14154.50742,0.196523749,61,Vacation Home,11756.59142,0.133
897,Fixed Mortgage,18590.10668,0.168396864,60,Primary Home,14974.46374,0.114
898,Fixed Mortgage,28306.57148,0.199922023,70,Vacation Home,24242.64356,0.082
899,Fixed Mortgage,21547.59423,0.155552661,67,Primary Home,18774.49458,0.085
900,Fixed Mortgage,17125.69003,0.182003328,57,Vacation Home,13658.9994,0.096
901,Fixed Mortgage,21492.41532,0.130254879,61,Primary Home,17876.51004,0.15
902,Fixed Mortgage,15855.28337,0.15950461,51,Vacation Home,13739.99968,0.149
903,Fixed Mortgage,19836.96626,0.130254879,60,Primary Home,14527.60768,0.148
904,Fixed Mortgage,13109.11935,0.174919958,67,Vacation Home,10950.68734,0.12
905,Fixed Mortgage,15383.02657,0.171359434,58,Primary Home,13315.48124,0.129
906,Fixed Mortgage,16107.92917,0.142411975,51,Vacation Home,13028.8341,0.114
907,Fixed Mortgage,26054.4602,0.182490542,59,Primary Home,21537.3357,0.08
908,Fixed Mortgage,25771.32253,0.164122782,60,Vacation Home,20753.62502,0.11
909,Fixed Mortgage,20754.12109,0.179142672,65,Primary Home,16178.32044,0.109
910,Fixed Mortgage,15471.78934,0.16839559,61,Vacation Home,12296.04632,0.114
911,Fixed Mortgage,15093.49794,0.192140467,57,Primary Home,13661.20301,0.149
912,Fixed Mortgage,19917.80381,0.170056894,54,Vacation Home,17354.51275,0.1
913,Fixed Mortgage,21574.35884,0.153879098,57,Primary Home,15827.14539,0.115
914,Fixed Mortgage,12502.99448,0.158728228,55,Vacation Home,10607.03153,0.117
915,Fixed Mortgage,15880.15962,0.19383836,63,Primary Home,13821.88444,0.111
916,Fixed Mortgage,28370.67597,0.163443224,54,Vacation Home,22990.93235,0.118
917,Fixed Mortgage,21095.36324,0.154955604,60,Primary Home,18382.20459,0.099
918,Fixed Mortgage,27248.01439,0.15692766,59,Vacation Home,23374.61617,0.145
919,Fixed Mortgage,9737.672206,0.160964785,71,Primary Home,8806.619566,0.149
920,Fixed Mortgage,19630.5227,0.146652284,59,Vacation Home,15478.79432,0.123
921,Fixed Mortgage,27343.81723,0.143508756,62,Primary Home,23007.6685,0.126
922,Fixed Mortgage,18906.23127,0.170259963,67,Vacation Home,15867.54771,0.138
923,Fixed Mortgage,28366.09026,0.184904167,56,Primary Home,23914.87707,0.131
924,Fixed Mortgage,23996.06458,0.164664412,58,Vacation Home,18996.96144,0.109
925,Fixed Mortgage,19678.91895,0.195081643,62,Primary Home,15095.91731,0.095
926,Fixed Mortgage,25561.78569,0.145605855,53,Vacation Home,21233.07115,0.097
927,Fixed Mortgage,18498.61386,0.180779581,50,Primary Home,15549.43359,0.132
928,Fixed Mortgage,21311.23429,0.167541982,66,Vacation Home,17520.96453,0.098
929,Fixed Mortgage,17112.01096,0.188607513,58,Primary Home,14407.85627,0.148
930,Fixed Mortgage,17870.92604,0.143957682,57,Vacation Home,13986.80107,0.099
931,Fixed Mortgage,18396.47421,0.159303732,60,Primary Home,15672.82045,0.134
932,Fixed Mortgage,20570.63112,0.174517939,56,Vacation Home,17158.26712,0.099
933,Fixed Mortgage,20345.79846,0.170227037,62,Primary Home,16771.48363,0.101
934,Fixed Mortgage,17161.47887,0.168799985,64,Vacation Home,13712.67185,0.102
935,Fixed Mortgage,19151.5115,0.181177953,59,Primary Home,14534.65572,0.134
936,Fixed Mortgage,19808.53512,0.195859564,69,Vacation Home,16087.72746,0.093
937,Fixed Mortgage,19331.0927,0.166562369,62,Primary Home,16984.34493,0.126
938,Fixed Mortgage,21936.76518,0.199922023,54,Vacation Home,18562.81637,0.09
939,Fixed Mortgage,15774.76973,0.160617765,68,Primary Home,15376.39672,0.11
940,Fixed Mortgage,25157.27046,0.154296388,62,Vacation Home,21824.16758,0.08
941,Fixed Mortgage,23469.26991,0.199922023,50,Primary Home,19256.46734,0.087
942,Fixed Mortgage,19745.30719,0.199922023,58,Vacation Home,17086.00984,0.115
943,Fixed Mortgage,16608.13855,0.156693615,57,Primary Home,14440.85622,0.089
944,Fixed Mortgage,26606.95378,0.152404446,63,Vacation Home,22303.10437,0.094
945,Fixed Mortgage,19118.81965,0.156133626,66,Primary Home,15122.60751,0.118
946,Fixed Mortgage,13622.95098,0.158519905,56,Vacation Home,11939.63445,0.11
947,Fixed Mortgage,18917.96786,0.136334726,50,Primary Home,15060.74916,0.112
948,Fixed Mortgage,25465.44764,0.199922023,60,Vacation Home,20502.86633,0.099
949,Fixed Mortgage,21779.25394,0.164966428,58,Primary Home,18998.31563,0.085
950,Fixed Mortgage,16872.26126,0.163214936,67,Vacation Home,15461.23544,0.119
951,Fixed Mortgage,19551.04449,0.199922023,52,Primary Home,16044.12112,0.094
952,Fixed Mortgage,22775.69562,0.176300232,58,Vacation Home,19367.22861,0.111
953,Fixed Mortgage,22023.87573,0.163001373,58,Primary Home,18115.9472,0.093
954,Fixed Mortgage,9125.350836,0.151819076,63,Vacation Home,8121.635159,0.116
955,Fixed Mortgage,15969.92426,0.165035531,63,Primary Home,14163.80121,0.138
956,Fixed Mortgage,14057.15036,0.143703285,65,Vacation Home,12358.99047,0.129
957,Fixed Mortgage,14182.62186,0.178134512,60,Primary Home,12905.9178,0.095
958,Fixed Mortgage,20568.92781,0.199922023,70,Vacation Home,16441.75611,0.095
959,Fixed Mortgage,14940.47648,0.176110786,58,Primary Home,12243.10691,0.129
960,Fixed Mortgage,19726.35805,0.151580952,62,Vacation Home,16649.77468,0.133
961,Fixed Mortgage,22257.81899,0.174577822,70,Primary Home,18555.06013,0.145
962,Fixed Mortgage,16933.8734,0.169098904,62,Vacation Home,14414.52738,0.108
963,Fixed Mortgage,11429.62167,0.173504285,69,Primary Home,9589.354613,0.128
964,Fixed Mortgage,25233.81651,0.16277592,60,Vacation Home,20735.42958,0.101
965,Fixed Mortgage,21047.79042,0.161586555,64,Primary Home,17268.89713,0.09
966,Fixed Mortgage,20013.73995,0.193030713,60,Vacation Home,15057.21989,0.13
967,Fixed Mortgage,18058.75981,0.16573313,59,Primary Home,14278.57019,0.116
968,Fixed Mortgage,19034.43872,0.169535693,55,Vacation Home,15149.79973,0.131
969,Fixed Mortgage,18953.29462,0.158287694,64,Primary Home,16833.62348,0.094
970,Fixed Mortgage,18309.83812,0.133085033,53,Vacation Home,15834.61588,0.106
971,Fixed Mortgage,26794.44298,0.156771192,55,Primary Home,22139.36059,0.094
972,Fixed Mortgage,5912.62086,0.167045878,64,Vacation Home,5265.282805,0.13
973,Fixed Mortgage,20604.13406,0.140954375,70,Primary Home,16981.28312,0.139
974,Fixed Mortgage,18762.50381,0.199922023,50,Vacation Home,15921.01083,0.134
975,Fixed Mortgage,19428.90146,0.173649137,58,Primary Home,14648.79441,0.082
976,Fixed Mortgage,19480.41685,0.152010023,55,Vacation Home,16729.54807,0.094
977,Fixed Mortgage,27435.01332,0.158019984,63,Primary Home,21908.22378,0.124
978,Fixed Mortgage,25169.45395,0.145758798,57,Vacation Home,19718.96016,0.132
979,Fixed Mortgage,18710.14492,0.179536033,61,Primary Home,14648.38301,0.115
980,Fixed Mortgage,14373.22929,0.185773656,50,Vacation Home,12420.14224,0.146
981,Fixed Mortgage,18339.50448,0.167178754,50,Primary Home,14541.94513,0.109
982,Fixed Mortgage,15596.53457,0.165726989,64,Vacation Home,13219.27117,0.086
983,Fixed Mortgage,26339.2872,0.134995856,52,Primary Home,23805.26073,0.14
984,Fixed Mortgage,24571.35793,0.187923771,54,Vacation Home,19272.87761,0.133
985,Fixed Mortgage,17490.32637,0.147180821,66,Primary Home,15097.08846,0.084
986,Fixed Mortgage,14953.23323,0.190568719,51,Vacation Home,12420.9889,0.119
987,Fixed Mortgage,16681.09806,0.195259215,61,Primary Home,13971.24192,0.083
988,Fixed Mortgage,20307.43708,0.131046452,60,Vacation Home,17649.67575,0.139
989,Fixed Mortgage,30331.95015,0.171784065,59,Primary Home,25232.92599,0.093
990,Fixed Mortgage,22807.71311,0.185848153,66,Vacation Home,17970.53861,0.146
991,Fixed Mortgage,25093.89082,0.185451875,50,Primary Home,21566.58323,0.15
992,Fixed Mortgage,19992.72918,0.199033288,54,Vacation Home,17472.88448,0.092
993,Fixed Mortgage,16462.02281,0.159936865,64,Primary Home,11968.8245,0.081
994,Fixed Mortgage,16054.2805,0.163012978,66,Vacation Home,12537.97172,0.131
995,Fixed Mortgage,18939.34807,0.137550855,58,Primary Home,16954.34337,0.092
996,Fixed Mortgage,22077.71994,0.146422401,60,Vacation Home,18367.17493,0.144
997,Fixed Mortgage,21159.09723,0.199039997,56,Primary Home,16287.27817,0.102
998,Fixed Mortgage,25000.04772,0.178691956,71,Vacation Home,20610.71079,0.116
999,Fixed Mortgage,17602.37278,0.164884986,50,Primary Home,13965.0802,0.143
1000,Fixed Mortgage,24783.11085,0.184066058,71,Vacation Home,21282.42789,0.103
1001,Fixed Mortgage,21260.48874,0.168066177,54,Primary Home,17673.98841,0.082
1002,Fixed Mortgage,19968.18518,0.158295749,71,Vacation Home,16392.61697,0.086
1003,Fixed Mortgage,8511.708756,0.167246379,70,Primary Home,6969.93014,0.138
1004,Fixed Mortgage,13376.80365,0.130254879,59,Vacation Home,11046.18145,0.099
1005,Fixed Mortgage,21495.15954,0.178853842,51,Primary Home,16690.19853,0.092
1006,Fixed Mortgage,21515.94291,0.13578656,57,Vacation Home,16822.38465,0.084
1007,Fixed Mortgage,18117.45428,0.14696235,56,Primary Home,15822.14544,0.107
1008,Fixed Mortgage,15164.49719,0.191227167,62,Vacation Home,11711.81437,0.121
1009,Fixed Mortgage,22304.62894,0.181150178,66,Primary Home,16846.98841,0.127
1010,Fixed Mortgage,21132.95755,0.175501465,64,Vacation Home,17343.24645,0.136
1011,Fixed Mortgage,24208.50625,0.18613491,71,Primary Home,19468.29912,0.127
1012,Fixed Mortgage,21103.22756,0.168975339,68,Vacation Home,18670.49969,0.103
1013,Fixed Mortgage,21345.72155,0.133953006,57,Primary Home,17795.51373,0.08
1014,Fixed Mortgage,17176.00326,0.159920639,58,Vacation Home,13909.13107,0.142
1015,Fixed Mortgage,17417.01398,0.147330477,53,Primary Home,15417.80578,0.109
1016,Fixed Mortgage,21653.51564,0.160743237,64,Vacation Home,16701.98893,0.081
1017,Fixed Mortgage,17690.78294,0.184527468,65,Primary Home,14482.84016,0.125
1018,Fixed Mortgage,24346.52733,0.162971951,69,Vacation Home,21346.54005,0.127
1019,Fixed Mortgage,25337.19473,0.171432046,56,Primary Home,21060.28336,0.131
1020,Fixed Mortgage,13312.82965,0.172339152,64,Vacation Home,10967.69607,0.133
1021,Fixed Mortgage,18290.29022,0.183888238,71,Primary Home,15589.76649,0.082
1022,Fixed Mortgage,22761.0841,0.160276529,59,Vacation Home,18740.92682,0.15
1023,Fixed Mortgage,17299.91888,0.167264075,58,Primary Home,14741.42314,0.123
1024,Fixed Mortgage,15764.07942,0.157071047,57,Vacation Home,13000.27855,0.139
1025,Fixed Mortgage,14906.07443,0.139757227,56,Primary Home,13080.87029,0.115
1026,Fixed Mortgage,14255.24976,0.161726634,60,Vacation Home,11587.98304,0.131
1027,Fixed Mortgage,12887.58297,0.194642015,58,Primary Home,11254.25816,0.103
1028,Fixed Mortgage,18899.15899,0.137160467,60,Vacation Home,15045.80689,0.138
1029,Fixed Mortgage,17003.03334,0.1507915,58,Primary Home,13633.17448,0.08
1030,Fixed Mortgage,18088.80537,0.130254879,57,Vacation Home,14918.18089,0.129
1031,Fixed Mortgage,12561.34577,0.199922023,51,Primary Home,10591.78451,0.106
1032,Fixed Mortgage,21016.77244,0.163043676,54,Vacation Home,17676.12409,0.139
1033,Fixed Mortgage,12127.01572,0.169622558,71,Primary Home,10099.81711,0.083
1034,Fixed Mortgage,15937.92933,0.155493627,67,Vacation Home,12455.43901,0.133
1035,Fixed Mortgage,22386.08551,0.199922023,64,Primary Home,18849.35399,0.116
1036,Fixed Mortgage,23037.9976,0.13488786,59,Vacation Home,18472.72723,0.093
1037,Fixed Mortgage,20759.33897,0.167066584,61,Primary Home,16408.39124,0.108
1038,Fixed Mortgage,18481.37348,0.177565038,52,Vacation Home,15082.46901,0.101
1039,Fixed Mortgage,23440.71638,0.140021695,66,Primary Home,18530.52435,0.116
1040,Fixed Mortgage,16018.31675,0.168573959,54,Vacation Home,13609.87489,0.139
1041,Fixed Mortgage,31164.93448,0.178035302,62,Primary Home,25289.11461,0.107
